#Tiempo	 Theta1 	 Theta2 	 P1 	 P2 	 x1 	 y1 	 x2 	 y2
0.170117	1.55219	1.57699	-0.255173	-0.0850515	0.499913	-0.00930025	1.49982	-0.0155029
0.170817	1.55204	1.57704	-0.256223	-0.0854014	0.499912	-0.00937692	1.49981	-0.0156307
0.171517	1.55189	1.57709	-0.257274	-0.0857512	0.499911	-0.00945391	1.49981	-0.0157591
0.172217	1.55173	1.57715	-0.258324	-0.0861011	0.499909	-0.00953121	1.49981	-0.015888
0.172917	1.55158	1.5772	-0.259374	-0.086451	0.499908	-0.00960882	1.49981	-0.0160174
0.173617	1.55142	1.57725	-0.260424	-0.0868009	0.499906	-0.00968675	1.4998	-0.0161474
0.174317	1.55127	1.5773	-0.261474	-0.0871508	0.499905	-0.00976499	1.4998	-0.0162779
0.175018	1.55111	1.57735	-0.262524	-0.0875006	0.499903	-0.00984355	1.4998	-0.0164089
0.175718	1.55095	1.57741	-0.263574	-0.0878505	0.499902	-0.00992242	1.49979	-0.0165404
0.176418	1.55079	1.57746	-0.264624	-0.0882004	0.4999	-0.0100016	1.49979	-0.0166724
0.177118	1.55063	1.57751	-0.265674	-0.0885502	0.499898	-0.0100811	1.49979	-0.016805
0.177818	1.55047	1.57756	-0.266724	-0.0889001	0.499897	-0.0101609	1.49978	-0.0169381
0.178518	1.55031	1.57762	-0.267774	-0.08925	0.499895	-0.010241	1.49978	-0.0170717
0.179218	1.55015	1.57767	-0.268824	-0.0895998	0.499893	-0.0103215	1.49978	-0.0172059
0.179918	1.54999	1.57772	-0.269874	-0.0899497	0.499892	-0.0104022	1.49977	-0.0173405
0.180618	1.54983	1.57778	-0.270924	-0.0902995	0.49989	-0.0104833	1.49977	-0.0174757
0.181318	1.54967	1.57783	-0.271974	-0.0906494	0.499888	-0.0105647	1.49976	-0.0176115
0.182018	1.5495	1.57789	-0.273024	-0.0909992	0.499887	-0.0106464	1.49976	-0.0177477
